645|736.96
892|4153.95
69|297.57
809|330.05
629|640.75
365|558.3
138|321.4
760|1182.62
101|840.84
479|384.16
347|257.2
846|1538.08
909|704.73
333|539.42
628|807.04
249|308.0
893|1208.0
518|993.92
962|509.28
468|183.12
234|1626.72
941|254.52
0|0.0
777|379.56
555|0.0
666|1193.47
88|687.12
481|689.28
352|1410.83
408|492.6
977|469.9
170|1165.86
523|2939.98
582|436.38
762|170.88
115|1306.9
683|635.63
730|71.82
217|338.16
276|2321.8
994|736.64
308|73.81
741|438.75
5|508.86
449|622.02
120|853.16
247|1354.08
379|1209.57
878|1020.8
440|351.36
655|2182.25
511|2208.7
614|191.82
269|481.14
677|951.32
202|1275.09
597|542.34
10|3284.1
385|531.54
384|111.7
56|269.85
533|561.34
142|936.96
500|1064.91
797|914.68
715|455.1
472|450.99
814|870.96
698|1781.94
747|1154.4
913|296.0
945|1178.71
340|32.4
538|423.04
153|114.84
930|1038.57
670|817.12
829|1431.36
174|931.7
404|561.12
898|746.79
185|113.4
42|238.07
782|651.96
709|32.64
841|1039.89
417|55.66
24|319.5
973|1562.98
885|215.6
288|1634.16
301|1615.53
320|87.4
565|159.28
436|3635.25
37|1215.69
25|142.88
651|88.06
257|259.32
389|541.06
