892|288.5
69|30.28
809|1165.8
629|1052.52
365|805.69
138|681.6
760|343.92
101|287.28
479|954.66
347|346.72
846|149.25
333|103.2
628|869.66
249|1391.31
893|4.92
518|367.92
962|1731.78
468|2712.81
234|681.45
941|228.41
0|0.0
777|2212.65
555|198.66
666|1169.28
88|924.75
481|1992.75
408|550.76
977|315.0
170|654.1
523|0.0
582|1424.64
762|452.62
115|1326.39
683|171.7
730|152.2
217|672.75
276|1830.4
994|824.76
308|925.43
741|408.98
5|178.32
449|332.1
120|396.27
247|879.4
379|0.0
878|254.7
440|944.64
655|948.6
511|1591.63
614|1852.92
269|2060.8
677|911.7
202|1912.4
597|1011.64
861|2614.92
10|253.8
385|42.24
384|62.46
56|373.78
533|1208.59
550|225.28
142|438.4
500|203.22
797|366.66
715|226.24
472|616.77
814|68.4
698|1451.79
747|189.98
913|1375.2
945|696.9
340|901.62
538|526.03
153|824.52
930|459.8
670|973.35
829|902.16
174|1910.22
404|1022.08
898|2951.55
185|613.44
42|1106.28
782|173.61
709|1228.37
841|1543.92
417|650.34
24|770.2
973|1201.65
885|336.84
288|104.0
301|746.55
320|128.26
565|1450.8
436|587.52
37|933.53
25|685.8
651|16.2
257|303.7
389|291.13
52|766.87
