645|790.56
892|1037.52
69|3617.16
809|690.69
629|534.48
365|227.6
138|2.79
760|783.28
101|528.58
479|144.99
347|2131.65
846|583.18
909|1347.0
333|889.35
628|1804.77
249|585.14
893|97.11
518|1503.36
962|390.0
468|1428.99
234|842.58
941|361.56
0|0.0
777|97.25
555|933.3
666|2723.84
88|147.56
352|211.05
408|58.32
977|381.8
170|450.09
523|895.44
582|227.55
762|1696.68
115|1337.92
683|910.08
730|1841.4
217|822.69
276|1407.09
994|1402.28
308|950.13
741|1157.76
5|699.6
873|403.9
449|926.0
120|511.94
247|515.4
379|1293.11
878|1925.22
440|140.72
655|980.4
614|85.2
269|1397.52
677|3142.8
202|323.4
597|655.8
861|96.5
10|579.18
385|1164.52
384|1206.83
56|674.4
533|219.26
550|7.49
142|1048.8
500|680.8
797|269.95
715|1551.76
472|6.78
814|1559.25
698|914.56
747|31.59
913|523.98
945|324.87
340|656.0
538|926.52
670|212.43
829|564.0
174|769.95
404|2177.08
898|112.46
185|1727.0
42|162.36
782|775.75
709|628.88
841|193.14
24|502.28
973|166.56
885|52.2
288|1277.76
301|408.88
320|668.4
565|2987.1
436|829.64
37|373.8
25|304.64
651|432.31
257|1176.68
389|2347.9
52|131.62
724|1016.49
