645|3014.44
892|284.48
69|1098.64
809|1522.92
629|467.1
365|1637.28
138|403.25
760|2399.88
101|70.56
479|1926.12
347|773.26
846|683.85
909|310.59
333|2079.87
628|532.61
893|2724.6
518|449.1
962|829.43
468|453.31
234|537.25
0|0.0
777|1220.1
555|142.56
666|190.0
88|1614.96
481|1909.68
352|107.31
408|927.12
977|714.15
170|1179.8
523|1177.83
582|1306.34
762|54.64
115|676.83
683|1853.46
730|593.45
217|0.0
276|827.4
994|0.0
308|1096.48
741|1175.25
5|398.8
873|794.99
449|685.58
120|912.0
247|661.05
379|77.64
878|1506.4
440|1360.26
655|471.57
511|1212.58
614|43.56
269|31.02
677|26.0
202|579.4
597|52.96
861|2546.18
10|1898.4
385|304.01
384|1119.42
533|898.84
550|1184.69
142|759.75
500|719.19
797|3998.73
715|720.8
472|1345.68
814|205.65
698|969.8
747|245.5
913|90.15
945|533.25
340|206.73
538|610.95
153|962.16
930|1187.4
670|900.2
829|667.85
174|55.18
404|1320.2
898|221.0
185|1855.54
42|30.09
782|689.13
709|2502.24
841|5753.6
417|218.54
24|63.3
973|57.76
885|3377.6
288|163.8
301|922.09
320|392.3
565|230.49
436|1504.56
37|164.76
25|363.66
651|2241.12
257|3858.51
389|446.8
