892|1226.89
69|1309.62
809|91.77
629|139.14
365|870.45
138|258.0
760|2780.0
101|577.6
479|319.55
347|917.66
846|733.8
909|766.92
333|315.81
628|1362.52
249|3295.96
893|398.7
518|193.04
962|181.7
468|677.35
234|1410.8
941|832.8
0|0.0
777|69.29
555|2447.48
666|1600.94
88|561.12
481|184.6
352|955.2
408|127.86
977|513.96
170|1602.72
523|499.0
582|2088.3
762|41.22
115|1844.4
683|880.5
730|366.38
217|662.15
276|22.5
994|857.29
308|2982.72
741|611.16
5|27.22
873|848.64
449|261.84
120|42.63
247|1232.16
379|751.8
878|1429.45
440|161.1
655|92.48
511|1103.77
614|932.23
269|879.48
677|1133.58
202|363.97
597|739.3
861|1196.8
10|369.84
385|1512.59
384|2869.39
56|0.26
533|408.38
550|37.26
142|348.32
500|732.06
797|90.25
715|1136.4
472|27.45
814|100.78
698|394.8
747|2964.8
913|810.81
945|784.35
340|931.77
538|674.25
153|1790.58
930|536.88
670|614.1
829|494.26
174|980.2
404|126.28
898|1610.72
185|145.56
42|146.9
782|1543.37
709|670.45
841|1052.22
417|381.2
24|830.11
973|270.04
885|1798.44
288|824.7
301|873.8
320|281.0
565|972.8
436|1367.52
37|1681.24
25|1822.92
651|201.19
