645|1585.93
892|193.5
69|1168.08
809|581.14
629|1397.79
365|2846.04
138|1286.4
760|832.77
101|193.59
479|378.84
347|814.32
846|178.7
909|1267.35
333|38.43
628|1864.25
249|2930.46
893|1448.48
518|1809.2
962|1154.92
468|165.12
234|64.87
941|1099.1
0|0.0
777|88.11
555|857.01
666|1331.9
88|502.65
481|328.02
352|194.37
408|712.58
977|360.15
170|335.44
523|878.8
582|529.2
762|1798.2
115|0.0
683|202.35
730|193.24
217|338.03
276|335.44
994|1289.61
308|355.19
741|789.8
5|726.48
873|301.26
449|520.02
120|131.49
247|115.48
379|888.3
878|342.29
440|508.41
655|1993.0
511|3299.39
269|1778.92
677|546.78
202|1234.5
597|212.1
861|1772.1
10|106.05
385|60.78
384|267.36
56|691.2
533|2718.71
550|2941.29
142|355.68
500|579.69
797|549.64
715|1084.45
472|1639.14
814|1440.75
698|1072.94
747|2075.7
913|3335.28
945|333.0
340|855.82
538|622.98
153|457.44
930|205.08
670|71.55
829|544.32
174|1339.09
404|1863.54
898|2038.3
185|708.84
42|1536.46
782|248.64
709|320.1
841|138.0
417|611.8
24|1231.65
973|826.8
885|509.95
288|1072.94
301|395.85
320|791.57
565|128.64
436|116.66
37|308.6
25|9.9
651|98.26
