645|283.08
892|2112.99
69|738.98
809|100.71
629|689.8
365|1273.23
138|1039.5
760|2019.6
101|627.67
479|176.8
347|595.35
846|859.44
909|841.65
333|2016.35
628|836.38
249|1155.6
893|2541.33
518|567.2
962|26.44
468|1563.24
234|3608.56
941|393.68
0|0.0
777|857.52
555|1781.64
666|132.2
88|389.3
481|968.83
352|451.22
408|1193.85
977|33.81
170|581.8
582|1030.32
762|821.44
115|454.7
683|733.76
730|188.84
217|61.12
276|1906.17
994|2215.98
308|1214.88
741|726.44
5|553.75
873|0.0
449|416.88
120|644.0
247|3122.32
379|327.69
878|388.5
440|2587.0
655|562.26
511|1005.84
614|10.5
269|3222.33
677|1799.3
202|1780.2
597|71.39
861|1189.56
10|2563.6
385|138.45
384|1732.5
56|289.08
533|84.78
550|239.53
142|676.48
500|547.82
797|737.97
715|744.48
472|581.44
814|1340.16
698|137.68
747|468.65
913|778.68
945|1962.0
340|509.85
538|873.36
153|71.82
930|285.87
670|1605.6
829|684.18
174|2330.1
404|500.2
898|2452.72
185|1164.1
42|911.49
782|251.36
709|2267.34
841|414.15
417|321.4
24|1197.92
973|31.65
885|409.92
288|3019.05
301|1372.96
320|173.68
565|895.47
436|669.33
37|451.8
25|459.0
651|877.92
