645|1515.0
892|167.94
69|680.46
809|523.94
629|344.4
365|2246.26
138|141.18
760|2543.13
101|697.45
479|877.1
347|251.82
846|859.2
909|603.72
333|2309.01
628|1201.29
249|1887.61
893|580.51
518|135.98
962|574.4
468|606.97
234|906.03
941|715.44
0|0.0
777|73.17
555|1293.3
666|65.6
88|114.6
481|2148.5
352|247.06
408|252.21
977|7.79
170|764.64
523|700.08
582|1028.06
762|1048.74
115|372.69
683|268.96
730|1304.38
217|751.32
276|986.5
994|469.12
308|823.5
741|150.45
5|3012.16
873|360.23
449|603.72
120|1054.08
247|416.76
379|1419.84
878|236.34
440|738.53
655|415.58
511|2894.04
614|266.57
269|2569.98
677|1418.08
202|515.52
597|464.4
861|996.8
10|1263.06
385|2748.3
384|1145.04
56|1403.75
533|251.79
550|165.12
142|1591.71
500|862.75
797|2418.12
715|2656.08
472|0.0
814|846.0
698|459.34
747|602.49
913|251.28
945|229.02
340|1331.12
538|374.92
153|172.48
930|153.72
670|98.44
829|259.49
174|165.68
404|787.5
898|1548.08
185|58.87
42|49.5
782|163.24
709|709.74
417|677.74
24|1701.26
973|1599.99
885|1857.87
288|234.84
301|988.08
320|2291.4
565|1642.54
436|1147.58
37|434.0
25|240.39
651|194.58
