645|4244.1
892|1029.27
69|409.36
809|124.86
629|1140.88
365|944.76
138|3487.32
760|794.5
101|1678.53
479|1235.36
846|745.91
909|5.83
333|1629.09
628|536.4
249|34.02
893|88.27
518|341.28
962|532.53
468|1614.8
234|649.6
941|61.2
0|0.0
777|2309.26
555|652.44
666|45.25
88|1433.55
481|77.33
352|371.55
408|422.56
977|1129.41
170|561.1
523|633.0
582|0.0
762|139.4
115|327.28
683|856.9
730|307.8
217|920.96
276|559.44
994|247.19
308|792.64
741|625.65
5|3064.71
873|30.08
449|1398.18
120|189.84
247|583.24
379|2238.51
878|1098.24
440|2336.25
655|161.4
511|317.2
614|154.3
269|2679.6
677|1525.76
597|696.0
861|1575.36
10|924.28
385|23.68
384|1985.6
56|417.69
533|557.94
550|122.67
142|656.24
500|1583.55
797|1276.83
715|29.34
472|64.6
814|30.26
698|132.8
747|721.3
913|108.33
945|101.66
340|2956.5
538|6.56
153|1237.2
930|974.72
670|378.93
829|2044.56
174|1148.88
404|2797.6
898|17.01
185|409.52
42|1515.93
782|49.68
709|340.21
841|415.6
417|1132.0
24|210.63
973|1324.13
885|3193.92
288|312.48
301|67.76
320|155.7
565|642.62
436|895.08
37|1073.49
25|160.9
651|59.8
257|1888.08
